County,Basin,Well count,Gas [MMscf/day],Oil [bbl/day],GOR [scf/bbl]
McDowell,APPALACHIAN,1870,29.54736712,42.12054795,701495.3168
McHenry,WILLISTON,12,0,126.890411,0
McIntosh,ARKOMA,380,36.35245479,7.654794521,4748978.525
McKean,APPALACHIAN,7518,55.51871507,1384.909589,40088.33176
McKenzie,WILLISTON,5232,1391.075589,490323.263,2837.058108
McKinley,SAN JUAN,15,0.291315068,18.07945205,16113.04743
McLean,WILLISTON,129,1.745309589,2356.326027,740.6910456
McMullen,GULF COAST WEST,2941,302.4524685,73284.93425,4127.075662
McPherson,ANADARKO,481,0.101531507,725.5013699,139.9466783
Meade,ANADARKO,435,6.72850137,466.5287671,14422.47905
Mecosta,MICHIGAN,13,0,202.1561644,0
Medina,KERR,2263,1.370484932,292.1452055,4691.108756
Meigs,APPALACHIAN,441,1.000972603,50.32054795,19891.92574
Menard,EASTERN SHELF,113,0.082021918,232.0027397,353.5385742
Mercer,APPALACHIAN,2976,35.59587671,211.6191781,168207.2345
Mesa,PICEANCE,1731,129.2199562,295.8849315,436723.6801
Metcalfe,OTHER - KENTUCKY,30,0,5.446575342,0
Miami,CHEROKEE PLATFORM,2060,0,472.7863014,0
Midland,MIDLAND,8049,1410.711279,533304.7726,2645.225304
Milam,GULF COAST CENTRAL,1360,4.578619178,5565.326027,822.7045739
Miller,ARKLA,68,0.181942466,492.2739726,369.5959484
Mineral,APPALACHIAN,3,0.000328767,0,999999
Mingo,APPALACHIAN,1409,27.08467123,4.389041096,6170976.904
Missaukee,MICHIGAN,47,0.02430411,149.4739726,162.5976026
Mitchell,EASTERN SHELF,2404,1.823263014,5697.213699,320.0271414
Mobile,GULF COAST EAST,70,7.532583562,1464.241096,5144.360162
Moffat,GREEN RIVER - OVERTHRUST,461,23.37164384,553.8575342,42197.93429
Monongalia,APPALACHIAN,352,338.875937,3.501369863,96783816.12
Monroe,GULF COAST EAST,2175,1315.915074,4173.641096,315291.8624
Montague,FORT WORTH,2942,139.3429781,3185.772603,43739.1476
Montcalm,MICHIGAN,19,0,89.31232877,0
Monterey,CA COAST,772,2.436238356,19207.27397,126.8393609
Montezuma,PARADOX,95,825.5539534,189.2410959,4362445.427
Montgomery,GULF COAST CENTRAL,1815,20.29333973,2357.69589,8607.276201
Montmorency,MICHIGAN,1429,32.66817808,0,999999
Moore,ANADARKO,1953,61.71511233,497.1479452,124138.3233
Morehouse,ARKLA,616,0.70769863,0,999999
Morgan,DENVER-JULESBURG,1368,4.472016438,413.6246575,10811.77429
Morrill,DENVER-JULESBURG,30,0,79.62739726,0
Morris,CHEROKEE PLATFORM,73,0.043271233,162.630137,266.0714286
Morrow,APPALACHIAN,154,0.040750685,225.5616438,180.6631847
Morton,ANADARKO,1140,27.57165479,758.9534247,36328.52017
Motley,EASTERN SHELF,16,0.01289863,79.63561644,161.9706196
Mountrial,WILLISTON,3193,391.0721014,238287.5507,1641.177226
Muhlenberg,OTHER - KENTUCKY,97,0.004772603,103.6356164,46.05176197
Murray,ANADARKO,43,0.096986301,467.8876712,207.2854391
Muskingum,APPALACHIAN,1570,5.375252055,191.9753425,27999.7003
Muskogee,CHEROKEE PLATFORM,227,0.148473973,79.64383562,1864.224286
Musselshell,BIG SNOWY TROUGH,49,0.00530137,208.2,25.46287158
Nacogdoches,EAST TEXAS,1173,309.8641425,148.3424658,2088843.143
Natchitoches,ARKLA,106,122.077526,18.70958904,6524864.109
Natrona,WIND RIVER,1624,21.95218904,10981.90411,1998.941971
Navarro,GULF COAST CENTRAL,519,1.166030137,324.8328767,3589.630917
Nemaha,CHEROKEE PLATFORM,20,0,99.62191781,0
Neosho,CHEROKEE PLATFORM,1512,12.91822466,54.4,237467.365
Ness,ANADARKO,979,0.062287671,3316.126027,18.78326418
Nevada,ARKLA,45,0.083169863,362.7479452,229.2772822
Newaygo,MICHIGAN,12,0,49.48219178,0
Newton,GULF COAST CENTRAL,146,7.450589041,1768.024658,4214.075301
Nicholas,APPALACHIAN,284,1.638238356,0.221917808,7382185.185
Niobrara,POWDER RIVER,212,2.891569863,2004.394521,1442.615131
Noble,CHEROKEE PLATFORM,1904,210.4439863,3432.79726,61303.9368
Nolan,EASTERN SHELF,555,4.581717808,2740.819178,1671.660008
North Slope,NORTH SLOPE BASIN,1639,7446.981488,373865.6247,19918.87191
Norton,SALINA,145,0,396.5616438,0
Nowata,CHEROKEE PLATFORM,709,2.467591781,195.3863014,12629.29777
Nueces,GULF COAST WEST,515,16.91012877,552.0027397,30634.1392
Nye,OTHER - NEVADA,50,0.003153425,532.6356164,5.920416435
Oakland,MICHIGAN,8,0.168213699,133.8328767,1256.893693
Oceana,MICHIGAN,1,0,5.063013699,0
Ochiltree,ANADARKO,1494,74.98758904,9471.569863,7917.123574
Ogemaw,MICHIGAN,333,1.019690411,321.2191781,3174.438142
Ohio,OTHER - KENTUCKY,263,307.4778521,11527.3863,26673.68335
Okfuskee,CHEROKEE PLATFORM,510,15.39149315,648.5726027,23731.33414
Oklahoma,CHEROKEE PLATFORM,512,22.94731507,7287.312329,3148.940794
Okmulgee,CHEROKEE PLATFORM,994,1.368673973,568.6931507,2406.700293
Oktibbeha,BLACK WARRIOR,10,0.498438356,0,999999
Oldham,PALO DURO,52,1.676241096,847.2821918,1978.374044
Oneida,APPALACHIAN,1,2.74E-06,0,999999
Onondaga,APPALACHIAN,1,0,0,999999
Ontario,APPALACHIAN,20,0.081290411,0,999999
Orange,GULF COAST CENTRAL,728,9.152665753,5829.284932,1570.118095
Osage,CHEROKEE PLATFORM,1872,1.820775342,4524.805479,402.3985894
Osborne,SALINA,118,0,289.8054795,0
Osceola,MICHIGAN,44,1.238246575,167.7945205,7379.541187
Oscoda,MICHIGAN,248,6.992769863,6.282191781,1113109.9
Otsego,MICHIGAN,1830,32.10083562,535.4986301,59945.69138
Ottawa,MICHIGAN,77,0,23.02465753,0
Ouachita,ARKLA,1158,4.881123288,845.3561644,5774.043525
Overton,OTHER - TENNESSEE,224,0.014591781,281.1041096,51.90881358
Owsley,APPALACHIAN,12,0.049175342,0,999999
Palo Pinto,FORT WORTH,1133,17.30618082,278.9150685,62048.21029
Panola,EAST TEXAS,4708,1319.493449,4407.709589,299360.3418
Park,BIG HORN,1292,16.75757808,12730.25205,1316.358703
Parker,FORT WORTH,1269,148.1568603,153.290411,966510.9471
Pawnee,SALINA,650,1.733087671,1608.030137,1077.770641
Payne,CHEROKEE PLATFORM,663,17.07926849,2502.928767,6823.71337
Pearl River,GULF COAST EAST,10,0.46369589,16.56712329,27988.92013
Pecos,CENTRAL BASIN PLATFORM,4165,350.9933096,111602.137,3145.041117
Pendleton,APPALACHIAN,2,0,0,999999
Perry,GULF COAST EAST,1600,8.933463014,827.0438356,10801.68019
Petroleum,BIG SNOWY TROUGH,28,0,34.10958904,0
Phelps,SALINA,5,0,86.06575342,0
Phillips,SALINA,1938,21.37707397,572.6794521,37328.16656
Pickaway,APPALACHIAN,29,0.000273973,84.11780822,3.257010716
Pickens,BLACK WARRIOR,85,3.21970411,223.6767123,14394.45384
Pickett,APPALACHIAN,148,0.000334247,71.89863014,4.648858743
Pike,APPALACHIAN,4129,32.61233151,980.0356164,33276.67991
Pittsburg,ARKOMA,2576,396.5007753,106.5260274,3722102.335
Plaquemines,GULF COAST EAST,258,25.84973425,8781.09863,2943.792723
Pleasants,APPALACHIAN,662,13.70786027,269.9945205,50770.88322
Pointe Coupee,GULF COAST EAST,68,9.237580822,648.2438356,14250.16377
Polk,GULF COAST CENTRAL,275,57.41062192,2360.109589,24325.40514
Pondera,MONTANA THRUST BELT,206,0.067652055,207.6383562,325.816752
Pontotoc,ARKOMA,1087,2.1,4929.863014,425.9753251
Pope,ARKOMA,147,8.381460274,0,999999
Portage,APPALACHIAN,1912,7.903838356,629.6493151,12552.76257
Posey,OTHER - KENTUCKY,1,0,0,999999
Pottawatomie,CHEROKEE PLATFORM,871,2.211978082,2392.931507,924.3800234
Potter,PALO DURO,1449,145.3161699,1630.887671,89102.5007
Powder River,POWDER RIVER,108,152.5355288,6276.780822,24301.55411
Powell,APPALACHIAN,30,0,4.775342466,0
Prairie,WILLISTON,4,0.009169863,57.77808219,158.7083314
Pratt,ANADARKO,501,1.108260274,947.7616438,1169.344931
Presque Isle,MICHIGAN,12,0.118673973,142.4054795,833.3525722
Preston,APPALACHIAN,175,4.227810959,0.208219178,20304618.42
Prowers,ANADARKO,20,0.639753425,0.134246575,4765510.204
Pushmataha,ARKOMA,45,6.061991781,0,999999
Putnam,APPALACHIAN,837,8.421487671,6.369863014,1322083.011
Quay,OTHER - NEW MEXICO,1,0.181756164,0,999999
Rains,EAST TEXAS,2,0,1.353424658,0
Raleigh,APPALACHIAN,628,7.304545205,0.153424658,47609982.14
Randolph,APPALACHIAN,548,2.001945205,0,999999
Rankin,GULF COAST EAST,32,297.9884767,13.42191781,22201631.76
Rapides,GULF COAST EAST,31,0.36030137,129.6246575,2779.574324
Rawlins,SALINA,196,0,697.5917808,0
Reagan,MIDLAND,5141,758.0073671,126135.2384,6009.481387
Real,VAL VERDE,2,0,2.334246575,0
Red River,ARKLA,666,1058.445175,211.3123288,5008913.496
Red Willow,OTHER - NEBRASKA,198,0,371.4958904,0
Reeves,DELAWARE,4556,3268.266838,546153.0767,5984.15898
Refugio,GULF COAST WEST,651,19.68193973,5001.783562,3934.984288
Reno,ANADARKO,418,1.624578082,1126.043836,1442.730763
Renville,WILLISTON,186,0.041808219,1238.112329,33.7677109
Rice,SALINA,747,0.224383562,1255.687671,178.6937682
Richardson,CHEROKEE PLATFORM,81,0,199.9808219,0
Richland,ARKLA,1200,42.71430959,30024.40548,1422.652969
Riley,CHEROKEE PLATFORM,28,0,31.79452055,0
Rio Arriba,SAN JUAN,11311,584.8516548,2832.961644,206445.3135
Rio Blanco,PICEANCE,3498,141.7115753,8580.556164,16515.43008
Ritchie,APPALACHIAN,4424,658.6121534,3496.641096,188355.6634
Roane,APPALACHIAN,1661,6.037334247,211.4767123,28548.45898
Roberts,ANADARKO,968,87.8672137,3623.364384,24250.17315
Robertson,GULF COAST CENTRAL,1018,151.219389,4483.205479,33730.19366
Roger Mills,ANADARKO,2255,179.8495233,4708.906849,38193.47654
Rogers,OZARK UPLIFT,370,0.884679452,39.51506849,22388.4074
Rooks,SALINA,1483,0,3671.630137,0
Roosevelt,NORTHWEST SHELF,376,15.47113699,9868.161644,1567.783093
Roscommon,MICHIGAN,53,0.093347945,48.01917808,1943.972157
Rosebud,POWDER RIVER,54,0.009186301,265.5835616,34.58911882
Routt,NORTH PARK,21,0.140493151,116.1041096,1210.061825
Runnels,FORT WORTH,329,1.319515068,750.7945205,1757.491607
Rush,SALINA,234,0.962457534,345.0164384,2789.599066
Rusk,EAST TEXAS,4117,260.1678082,4889.282192,53211.86179
Russell,SALINA,2370,22.94557808,3473.827397,6605.272933
Sabine,ARKLA,497,614.2612795,177.9972603,3450959.181
Sacramento,SACRAMENTO,4,0.428857534,0,999999
Saginaw,MICHIGAN,6,0,17.33424658,0
Saline,ANADARKO,94,0,138.339726,0
San Augustine,EAST TEXAS,404,590.7160685,104.709589,5641470.604
San Benito,CA COAST,16,0.04450411,31.7890411,1399.982763
San Bernardino,OTHER - CALIFORNIA,19,0.090410959,20.08219178,4502.046385
San Jacinto,GULF COAST CENTRAL,60,6.094827397,336.4931507,18112.78293
San Joaquin,SACRAMENTO,108,73.58232877,0,999999
San Juan,SAN JUAN,14454,874.3005123,22526.30137,38812.43077
San Luis Obispo,CA COAST,173,1.270975342,1391.663014,913.2780924
San Mateo,CA COAST,2,0,0.131506849,0
San Miguel,PARADOX,38,2.558191781,0.630136986,4059739.13
San Patricio,GULF COAST WEST,164,10.22160822,992.969863,10293.97628
Sandoval,SAN JUAN,366,29.5187589,6709.791781,4399.35543
Sandusky,CINCINNATI ARCH,31,0.067816438,12.51506849,5418.782837
Sanpete,OTHER - UTAH,2,1.760252055,195.8082192,8989.673989
Santa Barbara,CA COAST,815,20.36319726,6564.369863,3102.079512
Santa Clara,CA COAST,11,0.045183562,47.21369863,957.0011025
Santa Rosa,GULF COAST EAST,36,29.22220274,1796.441096,16266.71913
Schleicher,MIDLAND,1046,15.90025753,681.4493151,23333.00098
Scott,ANADARKO,1021,7.951230137,1440.523288,5519.681775
Scotts Bluff,DENVER-JULESBURG,4,0,20.14520548,0
Scurry,EASTERN SHELF,2443,111.9210575,39044.10411,2866.529021
Sebastian,ARKOMA,956,43.87376164,3.115068493,14084365
Sedgwick,ANADARKO,119,0.110010959,258.3780822,425.7751198
Seminole,CHEROKEE PLATFORM,1275,24.7150274,3749.936986,6590.784722
Seneca,APPALACHIAN,228,1.463975342,3.369863014,434431.7073
Sequoyah,ARKOMA,116,2.159890411,0,999999
Sevier,OTHER - UTAH,31,0,3186.8,0
Seward,ANADARKO,1028,20.26094795,665.5479452,30442.50695
Shackelford,FORT WORTH,1187,2.56620274,787.109589,3260.286465
Shelby,EAST TEXAS,832,202.4174877,108.7068493,1862049.07
Sheridan,SALINA,489,2.430717808,1843.849315,1318.284411
Sherman,ANADARKO,1046,35.57232055,318.139726,111813.5135
Shiawassee,MICHIGAN,2,0,3.673972603,0
Simpson,GULF COAST EAST,22,0.306506849,246.3917808,1243.981631
Sioux,OTHER - NEBRASKA,1,0,0.939726027,0
Slope,WILLISTON,17,0.16939726,734.7890411,230.5386319
Smith,EAST TEXAS,900,57.7284137,6131.306849,9415.352243
Solano,SACRAMENTO,57,29.09045753,2.361643836,12317885.15
Somerset,APPALACHIAN,35,6.546986301,0,999999
Somervell,FORT WORTH,72,9.885610959,9.671232877,1022166.572
St. Bernard,GULF COAST EAST,1,0.151238356,0,999999
St. Charles,GULF COAST EAST,50,8.032027397,834.4356164,9625.70058
St. Clair,MICHIGAN,1,0.089178082,0,999999
St. Helena,GULF COAST EAST,13,0.184619178,320.2684932,576.4512652
St. James,GULF COAST EAST,2,0.026767123,25.50684932,1049.409237
St. John the Baptist,GULF COAST EAST,3,0.066791781,46.70958904,1429.93724
St. Landry,GULF COAST EAST,72,0.880816438,600.6082192,1466.540767
St. Martin,GULF COAST EAST,77,51.27720274,3829.364384,13390.52584
St. Mary,GULF COAST EAST,76,13.81892877,2256.791781,6123.262626
Stafford,SALINA,1006,0.302375342,2386.30411,126.7128281
Stanton,ANADARKO,866,24.11572055,496.1808219,48602.68572
Stark,WILLISTON,2954,24.07855068,7082.657534,3399.649153
Starr,GULF COAST WEST,915,73.07826575,1472.80274,49618.50205
Stephens,FORT WORTH,5832,375.930789,25608.67397,14679.82253
Sterling,MIDLAND,1731,17.54819452,1541.345205,11384.98661
Steuben,APPALACHIAN,185,5.107646575,16.71780822,305521.3045
Stevens,ANADARKO,2109,67.10701644,564.0794521,118967.3125
Stillwater,OTHER - MONTANA,9,0.056353425,49.88493151,1129.668278
Stonewall,EASTERN SHELF,573,7.073484932,3988.468493,1773.483969
Sublette,GREEN RIVER - OVERTHRUST,7132,2332.576901,13170.52877,177105.79
Sullivan,APPALACHIAN,146,438.2102301,0,999999
Summers,APPALACHIAN,3,0.017849315,0,999999
Summit,GREEN RIVER - OVERTHRUST,741,6.883561644,680.4356164,10116.40408
Sumner,ANADARKO,460,1.692041096,815.569863,2074.673394
Susquehanna,APPALACHIAN,1751,4570.390175,0,999999
Sutter,SACRAMENTO,195,7.406452055,0,999999
Sutton,MIDLAND,5101,52.30983288,92.83835616,563450.6581
Sweet Grass,OTHER - MONTANA,1,0.014180822,0,999999
Sweetwater,GREEN RIVER - OVERTHRUST,3879,520.4006877,12543.29315,41488.36206
Tangipahoa,GULF COAST EAST,12,0.166317808,317.8219178,523.30503
Tarrant,FORT WORTH,3659,981.4187918,15.94246575,61560037.64
Taylor,FORT WORTH,876,74.12616986,929.4109589,79756.0747
Tazewell,APPALACHIAN,778,44.81547123,0,999999
Tehama,SACRAMENTO,81,1.603090411,0,999999
Tensas,ARKLA,29,0.550736986,312.339726,1763.262693
Terrebonne,GULF COAST EAST,87,17.1998,2420.216438,7106.719766
Terrell,MIDLAND,579,37.41644384,233.4849315,160252.0711
Terry,MIDLAND,789,0.983479452,6938.665753,141.7389866
Teton,MONTANA THRUST BELT,90,0.009506849,113.339726,83.87923324
Texas,ANADARKO,2208,71.20565205,3704.572603,19221.01675
Thomas,SALINA,158,0,1562.183562,0
Throckmorton,FORT WORTH,830,5.659224658,1643.136986,3444.158767
Tillman,HOLLIS-HARDEMAN,57,0,317.8986301,0
Tioga,APPALACHIAN,752,957.669474,0,999999
Titus,EAST TEXAS,202,0.003194521,896.1342466,3.564779005
Todd,OTHER - KENTUCKY,6,0.02009589,2.745205479,7320.359281
Tom Green,EASTERN SHELF,608,6.240254795,1009.147945,6183.686767
Toole,OTHER - MONTANA,1419,4.762890411,459.5041096,10365.2836
Travis,FORT WORTH,21,0,11.55342466,0
Trego,ANADARKO,570,0,1733.515068,0
Trinity,GULF COAST CENTRAL,25,0.204663014,42.25479452,4843.545354
Trumbull,APPALACHIAN,1993,14.5426274,187.4465753,77582.78523
Tucker,APPALACHIAN,11,0.328049315,0,999999
Tulare,SAN JOAQUIN,70,0,75.19726027,0
Tulsa,CHEROKEE PLATFORM,575,0.285364384,482.2684932,591.7126821
Tuscaloosa,BLACK WARRIOR,3835,89.46014247,0.008219178,10884317333
Tuscarawas,APPALACHIAN,2439,10.3455726,379.6876712,27247.58634
Tuscola,MICHIGAN,43,0,48.09589041,0
Tyler,GULF COAST CENTRAL,1256,1434.68643,10386.47397,138130.2677
Uinta,GREEN RIVER - OVERTHRUST,476,50.63799178,867.0465753,58402.85081
Uintah,UINTA,6552,412.7667205,26827.94795,15385.69858
Union,OTHER - NEW MEXICO,4388,103.0313644,2026.290411,50847.28419
Upshur,EAST TEXAS,2671,89.51718356,664.5561644,134702.2093
Upton,MIDLAND,6116,728.589526,209949.4082,3470.309977
Val Verde,VAL VERDE,209,7.607709589,1.320547945,5761024.896
Valley,OTHER - MONTANA,164,2.052742466,96.70410959,21227.04479
Van Buren,ARKOMA,1436,301.9884027,0,999999
Van Zandt,EAST TEXAS,279,5.156512329,1148.10411,4491.328169
Venango,APPALACHIAN,2025,10.82407123,125.8082192,86036.28049
Ventura,CA COAST,1141,11.03581918,11260.83014,980.0182619
Vermilion,GULF COAST EAST,121,53.61063836,3245.479452,16518.55732
Vernon,CHEROKEE PLATFORM,28,1.991216438,306.969863,6486.683803
Victoria,GULF COAST WEST,285,8.609276712,3487.846575,2468.364513
Vinton,APPALACHIAN,109,0.227386301,36.10136986,6298.550505
Wabaunsee,CHEROKEE PLATFORM,26,0,67.24383562,0
Wagoner,CHEROKEE PLATFORM,72,0.007145205,21.26027397,336.0824742
Walker,GULF COAST CENTRAL,240,8.518717808,289.169863,29459.21722
Wallace,ANADARKO,32,0,264.2986301,0
Waller,GULF COAST CENTRAL,199,2.542542466,366.0684932,6945.537552
Walthall,GULF COAST EAST,8,0.627356164,4.082191781,153681.2081
Ward,CENTRAL BASIN PLATFORM,3589,411.4385644,145572.3233,2826.351569
Warren,GULF COAST EAST,7876,7.769482192,885.4164384,8774.946856
Washakie,BIG HORN,255,3.202172603,990.2328767,3233.757107
Washington,GULF COAST CENTRAL,7263,3387.036296,19158.96164,176786.0054
Washita,ANADARKO,876,117.1004082,1938.953425,60393.61582
Washtenaw,MICHIGAN,29,0,446.8493151,0
Wayne,MICHIGAN,2701,22.82933973,6883.624658,3316.470735
Webb,GULF COAST WEST,6100,2199.501896,38507.46849,57118.83907
Webster,ARKLA,909,54.01197534,1390.454795,38844.82657
Weld,DENVER-JULESBURG,12411,2846.974753,443416.4822,6420.543367
West Baton Rouge,GULF COAST EAST,19,1.731794521,281.8109589,6145.234831
West Feliciana,GULF COAST EAST,3,0.031106849,31.69863014,981.3310285
Westmoreland,APPALACHIAN,4643,196.2080767,23.62465753,8305224.168
Weston,POWDER RIVER,814,3.073712329,1312.030137,2342.71473
Wetzel,APPALACHIAN,1104,538.7527918,1730.041096,311410.4012
Wharton,GULF COAST CENTRAL,443,22.83094795,1932.463014,11814.42945
Wheeler,HOLLIS-HARDEMAN,1890,228.7908685,7192.430137,31809.95354
White,ARKOMA,1259,257.9412767,0,999999
Whitley,APPALACHIAN,498,2.580772603,32.64109589,79065.13346
Wibaux,WILLISTON,87,0.716939726,828.369863,865.482628
Wichita,FORT WORTH,4279,0.87450137,3696.079452,236.6024273
Wilbarger,HOLLIS-HARDEMAN,853,0.26450137,1542.369863,171.4902347
Wilkinson,GULF COAST EAST,73,0.583320548,795.090411,733.653104
Willacy,GULF COAST WEST,113,6.930512329,508.5863014,13627.01337
Williams,WILLISTON,3067,514.6737644,210508.1863,2444.910924
Williamson,FORT WORTH,46,0,22.00547945,0
Wilson,GULF COAST WEST,2435,14.30514247,6078.830137,2353.272282
Winkler,CENTRAL BASIN PLATFORM,2198,152.130011,65136.07671,2335.572215
Winn,ARKLA,936,0,590.5369863,0
Wirt,APPALACHIAN,386,0.888158904,32.68767123,27171.06697
Wise,FORT WORTH,5044,500.5986712,1372.158904,364825.5823
Wolfe,APPALACHIAN,266,0.02449863,125.6931507,194.9082349
Wood,EAST TEXAS,1092,148.0341973,9374.279452,15791.52809
Woods,ANADARKO,1660,128.4633808,9125.8,14076.94458
Woodson,CHEROKEE PLATFORM,3379,0.001641096,1114.057534,1.473080016
Woodward,ANADARKO,1063,46.7366411,1105.191781,42288.26336
Wyandot,CINCINNATI ARCH,3,0,3.391780822,0
Wyoming,APPALACHIAN,2271,949.6701973,0.964383562,984743244.3
Yates,APPALACHIAN,13,0.019186301,0,999999
Yazoo,GULF COAST EAST,140,2.491561644,5211.457534,478.0930531
Yell,ARKOMA,180,7.037408219,0,999999
Yellowstone,OTHER - MONTANA,12,0.00030137,18.36164384,16.41301104
Yoakum,CENTRAL BASIN PLATFORM,3828,101.2254466,59799.3726,1692.75098
Yolo,SACRAMENTO,12,0.048010959,0,999999
Young,FORT WORTH,2000,5.544038356,2162.432877,2563.796738
Yuba,SACRAMENTO,1,0.000556164,0,999999
Yuma,DENVER-JULESBURG,3349,40.89723014,0,999999
Zapata,GULF COAST WEST,2628,179.3506027,243.5369863,736440.922
Zavala,GULF COAST WEST,,,,
